"","ids","clsids","schids","ctyids","frame","subsample","fall","grade9","ba01","ba02","ba03","ba04","ba05","ba06","ba07","ba0801","ba0802","ba0803","ba0804","ba0805","ba0806","ba0807","ba0808","ba09","ba10","ba11","ba12","ba13","ba1401","ba1402","ba1403","ba1404","ba1405","ba15","ba16","ba1701","ba1702","ba1703","ba1704","ba1705","ba1706","ba18","ba19","ba20","ba21","bb01","bb02","bb0300","bb0301","bb0302","bb0303","bb0304","bb0305","bb0306","bb04","bb0500","bb0501","bb0502","bb0503","bb0504","bb0505","bb0506","bb06","bb07","bb08","bb09","bb10","bb1101","bb1102","bb1103","bb1201","bb1202","bb1203","bb1204","bb1205","bb1206","bb1207","bb13","bb14","bb15","bb16","bb17","bb18","bb19","bb20","bc0101","bc0102","bc0103","bc0104","bc0105","bc0106","bc0201","bc0202","bc0203","bc0204","bc0205","bc0206","bc0207","bc0208","bc0209","bc0301","bc0302","bc0303","bc0304","bc0305","bc0306","bc0307","bc0308","bc04","bc04a","bc04b","bc04c","bc05a","bc05b","bc05c","bc05d","bc05e","bc05f","bc05g","bc0601","bc0602","bc0603","bc0603a","bc0604","bc0605","bc07","bc08","bc09","bc10","bc11","bc12","bc1300","bc1301","bc1302","bc1303","bc1304","bc1305","bc1306","bc1307","bc1308","bc1309","bc14","bd01","bd02","bd03","bd04","bd05","bd06","bd07","bd08","bd09","bd10","bd11","bd12a","bd12b","bd13","bd14","bd14a","bd14b","bd1500","bd1501","bd1502","bd1503","bd1504","bd1505","bd1506","bd1507","bd1601","bd1601a","bd1602","bd1603","bd1604","bd1605","bd1606","bd1607","bd1701","bd1702","bd1703","bd1704","be01","be02","be03","be04","be05","be06","be07","be08","be09","be1001","be1002","be1003","be1101","be1102","be1201","be1202","be1203","be1204","be1205","be1206","be1207","be1301","be1302","be1303","be1304","be14","be15","be15a","be16","be17","be18","be19","be20","be21","be22","be23","be24","be25","be26","be27","be28","be29","be30","be3101","be3102","be3103","be3104","be3105","be3106","be3107","be3108","be3201","be3202","be3203","be3204","be3301","be3302","be3303","random_even_placement"
"102",1157,34,9,3,1,1,0,0,2,1,1500,4,2,20,1,2,2,3,3,3,2,2,2,2,1,2,1,2,3,3,3,3,3,1,1,6,6,6,5,4,4,7,10,5,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,3,5,2,2,3,3,1,1,0,0,0,1,1,2,2,3,3,3,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,200,0,0,0,0,0,0,0,NA,0,1,60,5,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,2,4,2,7.19999980926514,164,111,4,2,"","",1,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,4,3,4,4,1973,1,1,2,9997,1,8,1,5,3,2,4,3,1,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,4,2,4,1,7,2,6,1,1,1,1,4,0,0,0,0,1,0,0,0,1,1,1,1,4,4,4,1
"103",1158,34,9,3,1,1,0,0,2,2,0,2,2,20,3,1,2,1,3,3,2,3,2,2,1,2,1,0.5,3,3,3,3,3,1,1,6,4,5,6,3,3,7,1,2,4,1,2,0,0,1,1,0,1,0,3,0,0,1,1,0,1,0,2,5,5,4,2,4,3,3,1,0,0,0,1,1,0,2,2,3,3,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,4,2,6.59999990463257,171,130,5,1,"100","100",1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,4,4,4,4,1970,1,1,2,9997,1,8,1,4,3,3,3,2,1,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,4,2,4,2,6,2,3,1,1,1,1,4,0,0,0,0,0,0,0,1,1,0,1,0,3,3,3,1
"104",1159,34,9,3,1,1,0,0,2,2,0,3,1,10,1,2,3,3,3,3,3,3,3,4,1,1,1,8,3,3,3,3,3,1,1,6,6,5,6,2,3,8,4,2,4,1,3,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,3,5,5,4,1,4,4,4,1,1,0,1,0,1,0,1,1,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,1,60,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,9997,0,1,3,2,6.5,168,160,5,2,"","",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,4,4,4,4,1975,1,1,3,9997,3,6,6,4,3,2,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,3,1,6,2,4,1,1,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,4,3,3,1
"105",1160,34,9,3,1,1,0,0,1,1,2000,3,1,20,1,2,3,3,3,2,2,3,3,3,1,1,0,1,3,3,3,2,2,1,1,6,4,4,4,2,3,8,4,3,4,1,1,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,3,5,5,4,1,3,3,3,1,1,1,0,0,1,1,2,2,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,100,0,100,0,0,0,0,0,0,0,NA,0,1,50,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,7.80000019073486,166,120,4,1,"300","300",1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,3,3,3,3,1972,1,1,2,1993,3,9,3,4,2,1,4,2,5,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,5,1,1,1,1,4,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,1
"106",1161,34,9,3,1,1,0,0,2,1,720,1,1,20,3,3,2,3,2,2,2,3,3,4,4,1,1,4,2,3,3,2,2,1,1,6,5,5,5,3,2,7,10,2,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,5,4,1,4,3,4,0,0,0,0,0,1,0,2,2,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,167,0,167,0,0,0,0,0,0,0,NA,0,1,60,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,6.5,166,142,5,1,"200","225",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,4,3,3,4,1977,1,1,1,NA,3,3,7,4,2,2,3,1,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,3,2,4,2,4,1,1,1,2,6,0,0,0,0,0,0,0,1,1,0,1,0,3,2,2,1
"107",1164,34,9,3,1,1,0,0,2,1,2000,5,4,30,2,3,3,3,3,3,2,3,3,4,3,2,1,4,3,2,3,2,3,1,1,6,6,6,5,2,2,9,3,5,4,1,3,0,1,1,0,0,0,0,4,0,1,1,0,0,0,0,3,5,5,5,2,4,4,4,1,1,0,0,0,1,0,2,2,3,3,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,167,0,0,99999,NA,0,0,0,NA,0,1,60,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,7.40000009536743,174,110,5,1,"275","275",1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,4,4,4,4,1976,1,1,2,9997,3,5,5,5,3,2,2,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,3,1,1,1,1,4,0,1,0,0,1,0,0,0,1,0,1,1,2,2,3,1
"108",1165,34,9,3,1,1,0,0,2,1,5000,3,1,0,1,2,2,3,2,2,2,2,2,3,2,1,1,3,3,3,2,3,3,1,1,6,6,5,5,3,3,8,1,2,4,1,3,0,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,2,3,3,4,1,1,0,1,0,1,1,2,2,1,1,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,168,0,0,0,20,0,0,0,NA,0,1,60,4,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,3,3,1,6,170,140,5,1,"275","475",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,4,4,3,3,1976,1,1,2,9997,1,8,1,4,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,4,1,1,1,1,4,0,0,0,0,0,0,0,1,1,1,1,0,4,4,3,1
"109",1166,34,9,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"110",1167,34,9,3,1,1,0,0,2,1,3000,4,1,5,1,2,2,2,3,2,2,3,2,4,1,2,1,3,3,3,3,3,3,1,1,6,6,6,6,2,2,8,3,3,4,1,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,5,4,3,1,3,3,3,1,1,1,1,0,1,1,1,1,3,3,3,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,167,0,167,0,0,0,80,0,0,0,NA,0,1,60,4,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,7.40000009536743,172,120,5,1,"","",1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,4,4,4,3,1969,1,1,2,9997,1,8,3,4,4,1,4,2,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,6,2,4,1,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,4,4,4,1
"111",1168,34,9,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"112",1169,34,9,3,1,1,0,0,2,1,9600,1,2,20,1,2,2,2,2,3,3,3,3,4,3,1,1,2,3,3,3,3,3,1,1,6,5,5,5,2,1,8,4,2,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,5,4,2,4,4,4,1,1,0,1,0,1,0,2,2,3,3,3,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,167,NA,NA,99999,NA,0,0,0,NA,0,1,60,4,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,5.90000009536743,165,124,5,1,"0","100",1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,1976,1,1,2,1992,3,8,2,4,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,2,1,1,1,1,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,3,3,2,1
"113",1260,37,10,3,1,1,0,0,2,1,3000,3,1,10,1,3,2,3,3,2,3,3,3,4,3,1,0,2,3,2,2,3,3,1,1,6,6,6,5,2,2,8,5,3,3,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,4,4,2,4,4,4,1,1,0,0,1,1,1,2,2,3,3,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,160,0,160,0,0,0,0,0,0,0,NA,1,0,54,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,9997,0,1,3,2,8.60000038146973,164,108,5,1,"325","325",1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,4,4,4,4,1978,4,1,3,9997,3,4,4,3,2,3,2,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,2,1,1,1,1,4,0,0,0,0,0,0,0,1,1,0,1,0,3,2,2,1
"114",1261,37,10,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"115",1262,37,10,3,1,1,0,0,2,1,700,3,3,10,4,2,2,2,2,2,2,2,2,4,3,1,1,NA,3,3,3,3,3,1,1,6,6,6,4,2,2,7,4,2,3,1,4,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,3,NA,5,4,1,4,4,4,0,0,0,1,0,1,0,2,2,3,3,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,5,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,54,3,4,1,2,1,1,0,0,0,0,1,0,0,0,0,1,2,2,2,3,3,2005,2005,1,2,2,6.59999990463257,167,80,4,1,"225","275",0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,1,4,4,4,4,1965,1,1,3,9997,3,3,9,3,2,4,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,NA,NA,NA,NA,2,2,2,1,6,2,2,1,1,1,2,3,0,0,0,0,0,0,0,1,0,0,1,1,3,2,2,1
"116",1263,37,10,3,1,1,0,0,1,1,0,1,4,0,1,2,2,2,2,2,2,1,1,5,3,1,0,0,2,2,2,2,2,1,1,6,6,6,1,1,1,7,10,4,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,4,4,2,4,3,4,1,0,0,1,0,0,0,1,1,3,3,3,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,99999,NA,0,0,0,NA,0,1,54,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,NA,0,1,4,2,0,150,100,5,2,"","",1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,1,1,1,NA,3,3,2,NA,3,3,1,4,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,4,2,3,2,3,2,5,1,1,3,5,7,1,1,0,0,1,0,0,0,1,1,1,0,4,4,4,1
"117",1264,37,10,3,1,1,0,0,2,1,960,4,2,20,1,2,3,2,2,2,2,3,2,4,2,0,NA,4,3,2,3,3,3,1,1,6,4,5,5,2,2,7,5,5,4,1,3,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,3,5,5,4,4,4,4,4,1,1,0,0,0,1,1,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,54,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,NA,NA,1,3,2,6.59999990463257,155,80,5,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,4,4,4,4,1980,1,1,3,NA,3,3,6,5,2,3,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,3,1,1,1,1,4,0,1,0,0,0,0,0,0,1,1,1,1,4,2,2,1
"118",1265,37,10,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"119",1266,37,10,3,1,1,0,0,2,1,3000,1,2,10,1,2,2,2,2,2,1,3,3,6,1,1,1,3,2,2,3,3,3,1,1,6,3,5,3,3,3,8,2,5,3,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,5,5,5,1,4,4,4,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,NA,NA,NA,150,80,0,0,99999,NA,0,0,0,NA,0,1,50,5,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,2006,1,3,1,8.30000019073486,168,100,3,1,"550","550",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,3,2,3,3,1977,1,1,2,1995,3,4,3,2,1,2,3,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,3,1,1,1,1,4,0,1,1,0,0,0,0,1,1,1,1,1,3,3,1,1
"120",1267,37,10,3,1,1,0,0,2,1,1400,4,1,20,2,3,3,3,3,2,2,3,3,4,3,2,1,24,3,3,3,3,3,2,2,6,6,5,5,3,3,8,5,3,4,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,3,5,5,4,1,4,4,4,1,1,1,1,0,1,1,2,1,3,3,3,3,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,0,0,0,NA,0,1,54,3,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2010,2002,1,3,2,8.5,163,95,5,1,"325","225",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,4,4,4,4,1971,1,1,1,NA,3,6,3,4,2,3,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,3,1,1,1,1,4,0,1,1,1,1,1,0,0,1,1,1,1,2,2,2,1
"121",1269,37,10,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"122",1270,37,10,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"123",1271,37,10,3,1,1,0,0,1,1,1500,4,1,20,2,2,2,2,2,2,2,3,3,2,3,1,1,1,2,2,3,3,2,1,1,6,4,5,4,3,3,8,3,3,3,2,2,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,3,5,5,4,2,4,4,4,1,1,0,0,0,1,1,1,1,3,3,3,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,160,NA,160,NA,NA,NA,NA,0,0,0,NA,0,1,54,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,5.69999980926514,178,128,5,2,"","",1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,3,3,3,3,1970,1,1,2,9997,1,7,4,4,2,3,2,4,5,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,3,1,1,1,1,4,0,1,0,0,1,0,0,0,0,1,1,1,3,3,3,1
