"","ids","clsids","w2clsids","schids","ctyids","w2frame","w2subsample","w2fall","w2sweight","w1w2sweight","w2status","w2mtype","w2mreason","w2clsra","w2coglmh","w2cogtype","w2cogscore","w2cog3pl","w2chn","w2upchn","w2mat","w2upmat","w2eng","w2upeng","w2a01","w2a02","w2a03","w2a04","w2a05","w2a0601","w2a0602","w2a0603","w2a0604","w2a0701","w2a0702","w2a0703","w2a0704","w2a0705","w2a0706","w2a0707","w2a0708","w2a0801","w2a0801a","w2a0802","w2a0802a","w2a0802b","w2a0802c01","w2a0802c02","w2a0802c03","w2a0803","w2a0803a","w2a0804","w2a0804a","w2a09","w2a10","w2a11","w2a12","w2a13","w2a14","w2a15","w2a16","w2a17","w2a18","w2a19","w2a2001","w2a2002","w2a2003","w2a2004","w2a2005","w2a2006","w2a2101a","w2a2101b","w2a2102a","w2a2102b","w2a2103a","w2a2103b","w2a2104a","w2a2104b","w2a22","w2a23","w2a24","w2a25","w2a26","w2a27","w2a28","w2a29","w2a30","w2a31","w2a32","w2b01","w2b02","w2b03","w2b04","w2b0501","w2b0502","w2b0503","w2b0504","w2b0505","w2b0506","w2b0507","w2b0508","w2b0509","w2b0601","w2b0602","w2b0603","w2b0604","w2b0605","w2b0606","w2b0607","w2b0608","w2b0609","w2b0610","w2b07a","w2b07b","w2b07c","w2b07d","w2b07e","w2b07f","w2b08a","w2b08b","w2b08c","w2b08d","w2b08e","w2b08f","w2b09","w2b10","w2b1100","w2b1101","w2b1102","w2b1103","w2b1104","w2b1105","w2b1106","w2b1107","w2b1108","w2b1109","w2b1110","w2b1111","w2b1200","w2b1201","w2b1202","w2b1203","w2b1204","w2b1205","w2b1206","w2b1207","w2b1300","w2b1301","w2b1302","w2b1303","w2b1304","w2b1305","w2b1401","w2b1402","w2b1403","w2b1404","w2b1405","w2b1406","w2b15","w2b16","w2b17","w2b18","w2b19","w2b20","w2b21","w2c01","w2c02","w2c03","w2c04","w2c05","w2c06","w2c0701a","w2c0701b","w2c0701c","w2c0702a","w2c0702b","w2c0702c","w2c0703a","w2c0703b","w2c0703c","w2c0704a","w2c0704b","w2c0704c","w2c0705a","w2c0705b","w2c0705c","w2c0706a","w2c0706b","w2c0706c","w2c08","w2c08a","w2c08b","w2c09","w2c09a","w2c09b","w2c10","w2c11","w2c11a","w2c12","w2c13a","w2c13b","w2c14a","w2c14b","w2c15","w2c16","w2c17","w2c17a","w2c18a","w2c18b","w2c1900","w2c1901","w2c1902","w2c1903","w2c1904","w2c1905","w2c1906","w2c1908","w2c1909","w2c1907","w2c20","w2c21","w2c22a","w2c22b","w2c23","w2c2401","w2c2402","w2c2403","w2c2404","w2c2501","w2c2502","w2c2503","w2c2504","w2c2505","w2c2506","w2c2507","w2c2508","w2c2509","w2c2510","w2c2601","w2c2602","w2c2603","w2c2604","w2c2605","w2c2606","w2c2607","w2d0101","w2d0102","w2d0103","w2d0201","w2d0202","w2d0203","w2d0204","w2d0205","w2d0206","w2d0207","w2d0208","w2d0209","w2d0210","w2d0301","w2d0302","w2d0303","w2d0304","w2d0305","w2d0306","w2d0307","w2d0308","w2d0309","w2d04","w2d05","w2d0601","w2d0602","w2d0603","w2d0604","w2d07","w2d08","w2d09","w2d10b01","w2d10c01","w2d10d01","w2d10e01","w2d10b02","w2d10c02","w2d10d02","w2d10e02","w2d10b03","w2d10c03","w2d10d03","w2d10e03","w2d10b04","w2d10c04","w2d10d04","w2d10e04","w2d10b05","w2d10c05","w2d10d05","w2d10e05","w2d1101","w2d1102","w2d1103","w2d1104","w2d1105","w2d1106","w2d1107","w2d1108","w2d1109","w2d1110","w2d12","w2d13","w2d14","w2d15","w2d16","random_even_placement"
"1958",9385,235,235,61,16,1,1,1,1703.01916503906,1725.01916503906,1,NA,NA,0,2,2,21,0.179654002189636,85,120,78,120,83,120,1,1,1,5,2,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,1,3,2,12,12,2,2,1,1,1,2,2,1,1,3,2,2,2,2,2,3,2,2,2,2,2,6,1,1,3,7,3,4,8,2,70,3,3,3,2,2,2,3,3,2,2,2,2,2,1,2,2,3,3,2,3,2,1,4,2,1,1,2,2,4,2,1,1,2,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,20,7,5,3,2,155,45,3,4,2,0,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,2,60,NA,30,4,4,1,1,7,30,1,0,0,0,0,0,0,0,0,0,2,2,NA,14,3,4,4,4,4,4,2,3,2,2,2,3,1,2,2,2,2,1,1,1,3,2,3,5,5,1,2,1,1,2,2,1,1,1,1,2,3,3,3,2,4,4,3,2,2,2,0,0,0,1,1,1,5,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"1959",9386,235,235,61,16,1,1,1,1703.01916503906,1725.01916503906,1,NA,NA,0,3,3,30,1.06664800643921,91,120,97,120,90,120,1,2,1,5,2,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,2,12,12,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,2,6,1,1,1,7,3,14,3,3,73,3,2,3,3,3,2,3,3,3,4,1,2,3,2,3,2,3,3,3,2,2,1,3,2,4,1,2,2,2,2,3,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,2,2,15,7,5,3,3,159,47,3,3,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,1,2,2,3,30,NA,25,2,2,1,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,NA,NA,3,4,4,3,3,3,1,4,1,1,3,2,1,1,1,3,2,1,1,1,2,1,2,5,4,2,1,1,1,2,3,1,2,1,1,2,3,3,2,2,3,4,3,3,1,2,0,0,0,1,1,1,3,2,1,1,1,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"1960",9387,235,235,61,16,1,1,1,1693.46911621094,1715.46911621094,1,NA,NA,0,3,3,13,-0.747265994548798,49,120,42,120,77,120,1,4,1,5,2,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,5,1,5,2,12,12,2,2,1,4,1,2,2,3,1,2,2,1,1,1,1,2,2,1,1,2,2,6,3,4,3,6,3,7,5,3,68,3,4,3,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,1,1,4,1,4,4,4,3,2,1,3,3,4,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,5,6,7,5,4,165,40,3,3,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,7,120,99,NA,3,3,1,3,8,20,1,0,0,0,0,0,0,0,0,0,1,2,99,NA,5,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,4,1,5,5,5,5,4,5,5,4,1,1,1,2,3,1,1,1,3,1,3,4,4,4,1,2,1,1,1,0,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1
"1961",9388,235,235,61,16,1,1,1,1693.46911621094,1715.46911621094,1,NA,NA,0,1,1,21,-0.943377017974854,41,120,22,120,26,120,1,1,1,5,2,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,5,0,9,14,2,2,1,1,1,1,3,3,1,2,1,2,3,2,3,1,3,1,2,1,2,6,1,1,3,2,5,14,4,1,67,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,1,4,1,3,4,4,1,1,1,1,1,5,3,1,1,1,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,2,1,31,10,5,2,4,171,51,1,4,1,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,2,2,NA,2,2,30,20,NA,5,4,2,NA,6,7,0,1,0,0,1,0,0,0,1,0,1,2,15,NA,3,2,1,1,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,2,5,5,5,5,5,5,5,1,1,1,5,1,4,4,3,1,4,2,4,3,1,2,0,0,0,1,5,NA,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,1,5,5,5,1,1,1
"1962",9389,235,235,61,16,1,1,1,1693.46911621094,1715.46911621094,1,NA,NA,0,2,2,18,-0.337265014648438,54,120,15,120,21,120,1,2,1,5,2,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,2,2,4,13,2,2,1,3,2,2,2,1,2,2,2,2,NA,1,NA,1,NA,1,NA,2,2,6,2,1,4,7,3,3,3,2,68,1,2,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,5,2,2,1,1,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,10,5,3,4,2,168,45,2,3,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,2,2,NA,2,2,30,20,NA,2,2,2,NA,9,5,1,0,0,0,0,0,0,0,0,0,2,2,15,NA,3,3,2,3,3,3,3,4,4,2,4,2,2,2,2,3,3,2,2,2,2,1,2,2,2,5,5,5,5,5,4,1,1,1,1,1,2,2,1,2,2,3,3,3,2,2,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"1963",9390,235,235,61,16,1,1,1,1693.46911621094,1715.46911621094,1,NA,NA,0,2,2,11,-0.824250996112823,76,120,56,120,68,120,1,2,1,3,1,NA,NA,NA,NA,1,1,0,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,5,2,1,4,2,2,1,3,2,2,2,2,2,3,3,2,2,1,2,1,1,1,1,3,2,6,2,2,2,7,2,6,6,3,64,2,4,3,4,3,4,3,2,3,2,2,4,1,2,1,2,2,3,3,3,1,1,3,1,4,2,1,2,4,1,4,4,1,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,2,2,10,6,2,5,3,164,47,3,3,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,2,2,NA,NA,6,50,15,NA,3,5,2,NA,8,25,1,0,0,0,0,0,0,0,0,0,2,2,NA,NA,3,3,3,3,4,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,4,1,1,NA,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,2,2,0,0,0,1,3,1,NA,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"1964",9391,235,235,61,16,1,1,1,1693.46911621094,1715.46911621094,1,NA,NA,0,2,2,10,-1.02218699455261,28,120,12,120,17,120,NA,2,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,4,2,12,12,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,6,3,3,4,7,5,9,3,2,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,4,6,2,1,1,1,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,12,2,11,3,3,157,53,4,3,2,13,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,1,1,1,5,10,10,NA,4,4,2,NA,6,NA,1,0,0,0,0,0,0,0,0,0,2,2,99,NA,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,3,1,3,3,1,5,1,3,2,1,1,4,4,4,4,2,3,2,2,0,0,0,1,2,1,12,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1
"1965",9392,235,235,61,16,1,1,1,1703.01916503906,1725.01916503906,1,NA,NA,0,1,1,13,-0.942638993263245,63,120,11,120,36,120,1,1,1,5,2,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,1,1,0,12,13,2,2,2,1,1,2,1,1,2,3,2,1,1,1,2,1,1,1,1,2,2,6,1,1,4,6,2,10,5,2,64,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,10,6,10,5,3,159,50,4,3,2,0,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,1,20,NA,5,3,2,1,1,8,20,1,0,0,0,0,0,0,0,0,0,2,2,NA,13,3,2,4,2,3,1,4,2,1,1,1,2,1,1,3,1,1,2,2,3,1,1,2,4,5,1,1,1,1,1,2,1,1,1,1,2,1,2,4,3,3,4,3,2,2,2,0,0,0,1,2,1,6,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1
"1966",9393,235,235,61,16,1,1,1,1703.01916503906,1725.01916503906,1,NA,NA,0,2,2,25,0.816146016120911,96,120,49,120,80,120,1,1,1,5,2,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,4,2,12,12,2,2,1,1,1,3,2,2,1,3,3,2,3,2,3,3,3,1,2,2,2,6,5,5,2,7,3,4,5,3,70,1,4,3,2,3,3,2,3,3,2,3,2,1,1,2,1,4,2,3,4,1,1,3,2,1,1,3,2,3,2,1,1,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,15,8,6,5,3,154,40,2,5,2,0,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,2,45,NA,30,3,4,1,1,9,0,1,0,0,0,0,0,0,0,0,0,2,1,NA,13,4,4,4,4,4,1,1,3,1,1,1,3,2,3,1,3,1,1,1,1,3,4,2,5,4,5,2,1,2,4,5,1,1,1,1,1,1,1,4,3,4,4,3,3,1,2,0,0,0,1,2,2,5,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"1967",9394,235,235,61,16,1,1,1,1703.01916503906,1725.01916503906,1,NA,NA,0,2,2,14,-0.493014991283417,59,120,41,120,49,120,1,2,1,5,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,4,2,4,8,2,2,1,3,1,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,6,1,3,2,7,4,4,5,2,40,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,2,1,1,1,3,2,2,1,1,1,2,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,25,7,4,7,2,160,43,3,3,2,0,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,2,2,45,NA,20,3,4,2,NA,8,30,1,0,0,0,0,0,0,0,0,0,NA,1,NA,14,3,4,1,2,4,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,4,4,3,5,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,1,1,2,2,0,0,0,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"1968",9395,235,235,61,16,1,1,1,1703.01916503906,1725.01916503906,1,NA,NA,0,2,2,28,0.833694994449615,68,120,32,120,38,120,1,1,1,5,2,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,2,1,2,12,14,2,2,1,1,1,2,2,2,2,3,2,1,2,1,2,1,1,1,1,2,2,6,1,1,2,5,3,14,8,3,56,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,3,2,3,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,15,6,6,7,3,152,39,3,3,2,0,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,1,1,2,2,30,NA,3,4,4,2,NA,9,30,1,0,0,0,0,0,0,0,0,0,1,1,NA,12,3,2,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,4,2,2,1,1,2,4,1,1,1,1,2,2,3,2,2,2,3,3,2,2,2,1,0,0,0,2,1,6,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"1969",9396,235,235,61,16,1,1,1,1703.01916503906,1725.01916503906,1,NA,NA,0,1,1,31,1.14002394676208,83,120,86,120,82,120,1,2,1,2,NA,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,1,4,0,1,12,2,2,1,4,3,3,2,3,3,3,2,2,2,3,3,2,2,2,2,3,3,6,5,5,2,7,2,4,5,4,73,3,3,3,3,3,3,2,2,2,3,3,3,3,2,3,2,4,4,3,3,1,1,5,3,1,1,1,1,3,3,5,1,3,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,2,2,30,8,5,5,3,157,40,3,4,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,475,400,2,2,NA,NA,2,45,NA,5,2,3,2,NA,6,30,1,0,0,0,0,0,0,0,0,0,2,1,NA,99,2,4,3,4,4,3,3,3,2,4,3,2,3,4,2,3,3,1,1,1,3,3,4,4,5,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,4,4,4,3,1,2,0,0,0,1,1,1,3,2,1,1,1,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1
"1970",9397,235,235,61,16,1,1,1,1693.46911621094,1715.46911621094,1,NA,NA,0,2,2,16,-0.580030024051666,34,120,26,120,43,120,1,1,1,4,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,2,12,3,2,2,1,4,1,3,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,6,1,1,3,6,2,2,5,2,66,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,1,3,4,2,2,1,1,2,3,6,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,20,6,3,5,2,157,37,2,3,2,5,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,2,NA,NA,0,0,10,NA,4,4,2,NA,7,0,0,1,0,1,1,0,0,0,0,0,2,1,99,NA,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,3,3,1,3,1,1,3,3,3,2,2,2,3,3,3,2,2,0,0,0,1,2,1,5,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1
"1971",9398,235,235,61,16,1,1,1,1703.01916503906,1725.01916503906,1,NA,NA,0,3,3,29,1.31488704681396,94,120,87,120,94,120,1,1,1,5,2,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,1,12,14,2,2,1,1,1,2,2,2,1,2,2,3,3,3,3,3,3,2,2,3,3,6,2,2,1,7,2,4,5,3,81,3,3,2,1,1,1,3,3,3,4,4,3,3,1,3,1,4,4,4,4,1,1,4,1,1,1,3,3,4,1,1,1,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,10,7,6,5,4,150,41,3,4,1,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,5,40,NA,20,4,4,2,NA,8,0,1,0,0,0,0,0,0,0,0,0,2,1,NA,13,3,4,4,3,4,3,2,2,1,1,2,3,1,1,2,4,2,1,1,1,3,1,3,3,5,3,1,1,1,1,1,1,1,1,1,2,1,1,3,3,4,4,4,3,1,2,0,0,0,1,2,1,3,2,1,1,1,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"1972",9399,235,235,61,16,1,1,1,1693.46911621094,1715.46911621094,1,NA,NA,0,1,1,28,0.705479025840759,58,120,66,120,65,120,1,2,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,2,4,7,2,2,1,3,3,2,2,1,2,3,2,2,3,2,3,2,2,1,3,2,3,6,1,1,2,7,4,1,4,2,62,2,2,3,2,2,2,1,1,2,1,1,1,2,2,2,2,3,3,2,3,2,1,3,1,1,1,4,3,3,1,1,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,2,2,20,7,9,2,2,147,40,3,4,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,320,400,2,2,NA,NA,2,45,7,NA,3,2,2,NA,8,0,0,0,0,1,1,0,0,0,0,0,2,2,99,NA,3,3,3,3,4,3,3,2,3,3,3,3,4,4,2,3,3,2,2,2,3,2,3,4,4,3,3,2,1,3,4,1,2,1,1,2,2,2,3,2,3,3,3,2,2,2,0,0,0,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1
"1973",9400,235,235,61,16,1,1,1,1693.46911621094,1715.46911621094,1,NA,NA,0,3,3,27,0.977585971355438,83,120,51,120,64,120,1,2,1,4,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,2,0,2,2,2,2,1,1,1,2,2,2,2,3,2,2,3,1,2,2,1,1,3,2,3,3,1,2,2,9,2,14,5,2,64,2,4,2,2,2,2,1,3,1,1,1,3,1,1,2,2,3,2,1,3,1,1,4,1,3,1,5,3,5,1,2,1,3,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,10,9,2,5,3,160,41,3,3,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,0,0,30,NA,3,2,1,2,8,0,0,0,0,0,0,0,0,1,0,0,2,2,99,NA,3,4,2,2,1,3,1,2,1,2,2,3,1,1,1,2,1,1,3,1,1,1,2,5,4,2,1,1,1,2,2,1,2,1,1,2,2,4,1,3,3,2,3,3,2,2,0,0,0,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"1974",9401,235,235,61,16,1,1,1,1693.46911621094,1715.46911621094,1,NA,NA,0,2,2,11,-0.837992012500763,58,120,17,120,32,120,1,2,1,4,1,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,2,1,NA,1,0,0,1,0,NA,0,NA,3,1,2,1,6,6,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,1,3,5,2,14,8,2,65,2,3,1,2,3,2,2,3,2,3,3,3,2,1,2,1,3,4,3,2,2,1,3,2,1,1,4,4,2,2,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,15,5,7,5,3,162,48,3,3,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,2,2,NA,NA,3,50,15,NA,3,2,1,1,8,0,1,0,0,0,0,0,0,0,0,0,1,2,99,NA,2,2,2,2,4,2,3,3,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,4,4,4,3,2,1,3,3,1,3,1,2,2,3,2,2,2,2,2,2,3,1,1,0,0,0,1,3,1,10,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,2,1,1,1,2,2,1,1,1
