"","ids","clsids","schids","ctyids","frame","subsample","sweight","fall","grade9","stcog","cog3pl","tr_chn","tr_mat","tr_eng","stdchn","stdmat","stdeng","a01","a02a","a02b","a03","a04","a05","a06","a07","a08","a09","a09a","a10","a11","a1201","a1202","a1203","a1204","a1205","a1206","a1207","a13","a14","a15","a15a","a15b","a16","a17","a1801","a1802","a1803","a1804","a1805","b01","b0201","b0202","b0203","b0204","b03","b0401","b0402","b0403","b0404","b0405","b0406","b0501","b0502","b0503","b0504","b06","b07","b08a","b08b","b09","b1001","b1002","b1003","b11","b12","b13","b14a1","b14a2","b14b1","b14b2","b15a1","b15a2","b15b1","b15b2","b15c1","b15c2","b15d1","b15d2","b15e1","b15e2","b15f1","b15f2","b15g1","b15g2","b16a1","b16a2","b16b1","b16b2","b16c1","b16c2","b16d1","b16d2","b16e1","b16e2","b16f1","b16f2","b16g1","b16g2","b1701","b1702","b18a","b18b","b1900","b1901","b1902","b1903","b1904","b1905","b1906","b1907","b1908","b1909","b1910","b1911","b2000","b2001","b2002","b2003","b2004","b2005","b2006","b2007","b2101","b2102","b2103","b2104","b2105","b2106","b2201","b2202","b2301","b2302","b2303","b2304","b2305","b2306","b2307","b2308","b24a1","b24b1","b24a2","b24b2","b24a3","b24b3","b24a4","b24b4","b24a5","b24b5","b2501","b2502","b2601","b2602","b2603","b27","b2801","b2802","b2803","b2804","b2805","b2806","b29","b30","b31","b32","b33","b34","b35","c01","c01a","c02","c03","c04","c05","c06","c07","c07a","c08","c09","c1001","c1002","c1003","c1101","c1102","c1103","c12","c1301","c1302","c1303","c1304","c1305","c1306","c1307","c1308","c1309","c14","c15","c16","c1701","c1702","c1703","c1704","c1705","c1706","c1707","c1708","c1709","c1710","c1711","c1712","c18","c19","c20b1","c20c1","c20d1","c20e1","c20b2","c20c2","c20d2","c20e2","c20b3","c20c3","c20d3","c20e3","c20b4","c20c4","c20d4","c20e4","c20b5","c20c5","c20d5","c20e5","c2101","c2102","c2103","c2104","c2105","c2106","c2107","c2108","c2109","c2110","c22","c23","c24","c25","c26a1","c26b1","c26a2","c26b2","c26a3","c26b3","c26a4","c26b4","c27","c28a1","c28b1","c28a2","c28b2","c28a3","c28b3","c28a4","c28b4","c29","c3000","c3001","c3002","c3003","c31","c32","c33","stsex","stsexflag","sthkplace","sthktype","stmigrant","stlb_4c","stlb_2c","st0","stbrd","steco_5c","steco_3c","stonly","stsib","stsibrank","stmedu","stfedu","stprhedu","stfdrunk","stprfight","stprrel","random_even_placement"
"2359",10560,257,67,17,1,1,2164.1279296875,1,0,11,0.0197139997035265,99,93,112,82.0218276977539,76.7782211303711,79.5175247192383,2,2001,7,1,1,1,1,0,1,NA,0,2,3,3,4,4,4,3,4,4,155,120,3,"","",2,4,3,2,2,1,1,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,NA,3,1,6,3,2,1,2,1,5,2,8,0,10,0,1,0,1,30,0,0,2,0,2,0,3,0,0,0,1,0,1,30,1,NA,4,0,3,0,5,0,1,0,2,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,3,3,2,2,2,3,3,3,3,2,3,2,3,1,3,1,3,1,3,3,1,2,2,2,6,5,6,5,3,3,5,1,7,4,1,3,4,1,3,6,0,0,0,0,1,3,7,2,3,4,4,3,4,4,5,4,4,3,4,3,4,2,3,3,1,1,1,1,1,1,3,4,4,4,4,4,4,1,1,1,5,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,3,2,3,1,1,1,1,1,1,1,8,1,2,3,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,1,3,2,2,1,3,7,3,7,2,1,2,1
"2360",10561,257,67,17,1,1,2164.1279296875,1,0,13,-0.0991280004382133,93,104,100,77.9592819213867,81.0214996337891,73.9601211547852,2,2000,10,1,1,1,1,0,1,2,0,2,3,1,2,1,2,2,2,1,163,115,3,"","",2,5,3,2,3,1,1,2,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,3,3,6,4,3,1,1,2,1,5,2,0,0,2,20,0,0,0,0,1,30,2,0,0,30,0,0,1,0,0,0,0,0,3,0,2,0,2,0,1,0,1,30,3,4,8,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,1,3,3,2,2,1,3,6,5,6,6,6,6,5,1,7,3,4,2,4,1,3,6,0,0,0,0,1,3,7,2,4,4,3,3,4,4,4,2,4,4,4,4,4,2,4,4,1,2,1,1,1,1,3,1,4,3,4,4,3,3,3,1,2,2,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,1,1,1,7,5,3,4,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,1,3,2,2,1,3,3,3,3,1,1,2,1
"2361",10562,257,67,17,1,1,2151.99194335938,1,0,6,-1.80362796783447,73,56,77,64.4174499511719,62.5053825378418,63.3084335327148,1,2001,6,1,1,1,1,0,1,2,0,2,3,3,3,3,3,3,2,3,158,92,3,"","",2,4,3,3,3,3,3,2,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,3,3,8,8,3,1,1,1,1,4,1,10,30,5,30,2,30,1,15,0,45,2,30,1,30,1,30,1,30,1,0,2,0,0,40,0,30,1,0,1,0,3,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,NA,3,2,2,3,2,2,3,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,5,5,5,3,4,5,2,4,2,3,3,3,2,NA,5,0,0,0,0,1,3,20,2,3,2,2,2,2,2,4,3,3,3,2,2,3,1,2,2,2,1,1,1,1,1,2,1,3,2,3,3,2,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,4,3,3,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,2,1,8,1,3,2,2,NA,NA,3,3,3,1,1,1,1
"2362",10563,257,67,17,1,1,2164.1279296875,1,0,12,0.369230002164841,88,102,105,74.5738220214844,80.2499923706055,76.2757034301758,2,2000,11,1,1,1,1,0,1,3,6.5,3,3,3,3,4,3,3,3,4,162,110,3,"","",2,3,2,3,2,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,3,3,8,8,3,1,1,2,1,3,2,1,0,2,0,0,30,0,30,1,0,1,0,2,0,1,0,1,0,1,0,0,30,2,0,2,0,3,0,1,0,2,0,1,1,8,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,3,1,2,2,3,6,5,6,5,2,2,5,2,6,2,4,6,4,1,4,7,0,0,0,0,1,3,12,NA,4,3,2,3,3,3,4,4,4,3,3,3,2,2,2,2,1,1,1,1,1,1,2,1,3,3,3,2,3,2,1,1,6,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,3,1,1,1,1,1,1,1,6,2,5,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,1,3,2,2,1,1,3,3,3,1,1,2,1
"2363",10564,257,67,17,1,1,2151.99194335938,1,0,12,-0.21255299448967,91,90,92,76.605094909668,75.620964050293,70.2551879882812,1,2000,11,1,1,1,1,0,1,2,0,2,3,3,2,4,3,2,2,3,167,140,3,"","",2,4,2,3,4,2,3,1,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,3,6,6,6,3,1,1,2,1,3,2,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,1,0,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,2,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,6,4,6,5,4,3,5,2,7,3,3,2,3,1,5,8,0,0,0,0,1,3,15,1,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,4,1,3,3,4,2,3,3,1,1,10,1,1,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,7,3,2,4,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,7,1,3,2,1,NA,NA,3,6,6,1,1,2,1
"2364",10565,257,67,17,1,1,2151.99194335938,1,0,10,-0.435647010803223,78,28,53,67.8029098510742,51.7043113708496,52.1936302185059,1,2001,2,1,1,1,1,0,1,1,0,2,4,4,4,4,4,4,4,4,153,101,2,"","",2,5,2,2,1,2,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,3,3,4,4,4,1,1,2,1,3,2,1,45,2,45,0,0,0,0,2,35,2,30,2,0,2,25,2,45,0,0,0,0,2,25,2,20,2,0,2,20,2,35,5,1,12,45,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,2,6,6,6,6,5,6,5,2,8,2,1,3,4,1,4,5,0,0,0,0,1,3,39,1,3,4,3,2,3,2,2,4,4,4,3,3,3,4,4,4,1,1,1,1,1,1,4,1,4,4,4,4,4,1,1,1,66,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,3,3,1,1,1,1,1,1,1,9,1,4,4,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,7,1,1,1,2,1,3,3,3,3,1,1,2,1
"2365",10566,257,67,17,1,1,2164.1279296875,1,0,11,0.0541759990155697,93,78,105,77.9592819213867,70.9919357299805,76.2757034301758,2,2000,11,1,1,1,1,0,1,2,0,1,3,4,4,4,4,3,4,4,165,100,NA,"","",2,2,1,2,1,5,1,2,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,2,3,6,6,3,1,1,2,1,3,2,3,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,1,1,8,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,1,1,1,3,6,6,6,6,1,6,5,1,9,3,3,4,4,1,5,7,0,0,0,0,1,3,NA,2,4,4,4,3,3,3,4,4,4,3,2,2,2,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,1,4,1,5,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,1,1,1,1,1,1,1,9,3,3,4,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,1,3,2,2,1,3,2,3,3,1,1,2,1
"2366",10567,257,67,17,1,1,2151.99194335938,1,0,11,0.70543897151947,94,103,110,78.6363677978516,80.6357498168945,78.5912933349609,1,2001,3,1,1,1,3,0,1,2,0,2,3,1,4,4,4,4,4,4,170,130,3,"","",2,5,1,1,1,1,1,2,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,1,3,3,7,7,4,1,1,2,1,5,2,1,0,5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,30,0,0,0,0,3,0,1,0,2,30,1,30,0,50,3,4,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,4,3,3,3,3,2,1,3,2,3,2,2,2,2,2,3,3,3,3,3,3,1,2,2,1,6,1,6,6,6,6,5,1,8,2,9,6,4,1,3,6,0,0,0,0,1,3,6,2,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,3,1,4,4,4,4,4,1,1,1,99,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,8,9,5,4,2,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,3,1,3,2,2,NA,NA,3,3,3,1,1,2,1
"2367",10568,257,67,17,1,1,2164.1279296875,1,0,11,-0.301948010921478,87,81,106,73.896728515625,72.1491928100586,76.7388229370117,2,2000,12,1,1,1,1,0,1,2,0,2,3,4,4,4,3,3,3,4,172,120,2,"","",2,5,1,1,1,1,1,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,3,6,8,8,3,1,1,2,1,3,2,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,1,0,2,0,3,1,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,4,3,3,3,3,2,2,3,3,3,2,2,1,2,2,3,3,3,2,3,3,1,1,2,2,4,5,6,5,3,1,5,1,6,2,4,2,4,2,NA,7,0,0,0,0,1,3,11,1,4,4,4,2,4,4,3,4,4,4,3,4,3,2,2,3,2,1,1,1,1,1,3,1,4,4,4,4,3,1,1,2,5,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,7,5,2,4,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,0,3,2,2,1,1,3,6,6,1,1,2,1
"2368",10569,257,67,17,1,1,2164.1279296875,1,0,8,-1.11413300037384,49,17,26,48.1672554016113,47.4610366821289,39.6894721984863,2,2001,3,1,1,NA,1,0,1,2,7.59999990463257,2,3,4,3,3,4,3,4,4,160,110,3,"","",2,5,1,1,3,2,3,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,8,4,3,1,1,2,1,3,0,0,0,8,30,0,0,1,24,9,30,3,24,1,2,0,0,3,40,5,3,9,20,9,30,5,30,1,2,0,0,5,30,1,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,3,2,2,3,2,2,3,2,2,2,3,3,2,2,2,2,3,3,3,3,1,4,2,3,6,1,6,1,1,1,5,3,5,3,10,5,3,1,3,7,0,0,3,0,1,4,40,1,4,2,3,2,1,2,1,3,4,3,3,4,4,3,4,3,2,1,2,1,1,3,4,3,2,1,2,4,1,1,1,1,2,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,1,1,1,1,1,1,3,10,5,4,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4,1,4,1,3,2,2,1,1,3,3,3,1,1,2,1
"2369",10570,257,67,17,1,1,2151.99194335938,1,0,12,0.335828006267548,87,100,105,73.896728515625,79.4784927368164,76.2757034301758,1,2000,12,1,1,1,1,0,1,2,0,2,4,4,4,2,4,4,3,4,165,100,3,"","",2,5,2,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,3,6,7,4,4,1,1,2,1,4,1,2,30,3,0,0,0,0,0,4,30,1,30,0,0,0,0,0,0,0,0,0,0,5,30,0,30,1,30,4,0,1,0,3,3,7,30,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,2,3,2,2,3,3,1,2,2,3,2,1,2,2,2,1,1,1,1,3,2,1,2,1,2,6,1,6,5,3,3,4,1,8,2,2,4,3,1,3,6,0,0,3,1,1,3,12,2,4,2,4,4,2,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,3,2,4,4,4,4,3,2,2,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,9,7,4,4,2,1,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,7,1,3,2,1,NA,NA,3,6,6,1,1,2,1
"2370",10571,257,67,17,1,1,2164.1279296875,1,0,3,-1.70791304111481,75,13,69,65.7716369628906,45.918025970459,59.6035003662109,2,2001,2,1,1,1,1,0,1,3,0,1,4,4,3,2,4,3,NA,3,175,80,1,"400","400",2,4,3,3,4,3,2,2,1,1,1,1,2,0,0,0,1,0,0,1,0,0,0,2,3,2,1,4,1,1,2,2,1,2,2,4,4,2,3,7,5,1,1,5,1,1,2,4,1,7,4,5,5,2,3,4,2,7,3,9,5,4,6,7,2,2,3,1,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2,2,3,1,1,2,NA,3,3,3,1,3,2,3,2,1,2,1,1,3,3,1,2,1,3,4,4,3,5,4,4,5,3,6,2,2,3,4,1,2,2,0,0,0,0,1,4,45,1,3,2,3,2,2,1,1,2,2,3,2,4,2,4,3,4,2,1,1,1,1,1,4,1,4,4,4,2,3,3,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,1,1,1,6,5,3,4,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4,1,4,1,4,3,2,4,2,2,3,3,1,1,2,1
"2371",10572,257,67,17,1,1,2151.99194335938,1,0,6,-1.58876800537109,50,32,29,48.8443489074707,53.2473220825195,41.0788230895996,1,2000,4,1,1,1,NA,0,1,2,0,3,2,2,NA,1,NA,4,3,1,167,120,3,"","",2,3,3,1,2,1,2,2,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,3,3,8,8,2,1,1,2,2,2,2,12,0,8,0,4,0,3,0,5,0,8,0,0,40,0,30,2,0,4,0,3,0,5,0,8,0,0,40,0,30,2,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,6,6,5,6,1,1,5,4,10,1,10,5,2,1,3,6,0,0,1,0,1,3,47,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,3,2,2,1,10,10,5,2,1,1,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,7,1,1,1,2,1,3,3,3,3,1,1,2,1
"2372",10573,257,67,17,1,1,2151.99194335938,1,0,13,0.564664006233215,86,83,101,73.2196350097656,72.9207000732422,74.4232406616211,1,2001,7,1,1,1,3,0,2,2,7,2,3,4,3,3,2,3,2,4,157,95,3,"","",2,4,4,3,1,NA,4,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,1,0,0,3,3,6,5,3,1,1,2,1,4,2,0,0,4,30,0,45,0,0,0,0,1,0,0,0,1,0,1,0,4,30,0,0,2,0,1,0,1,0,2,0,3,0,2,2,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,3,3,3,2,3,2,3,3,2,2,3,2,2,3,2,2,3,3,2,2,1,2,1,1,6,4,5,NA,2,2,5,2,7,3,11,6,4,1,3,6,0,0,0,0,1,3,10,1,3,2,4,2,2,3,3,3,4,2,2,2,3,2,2,2,1,1,2,1,1,2,2,2,3,3,4,2,2,2,3,1,4,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,3,3,2,1,1,1,1,1,1,1,6,3,5,4,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,3,1,3,2,1,NA,NA,3,3,3,1,1,2,1
"2373",10574,257,67,17,1,1,2164.1279296875,1,0,8,-0.830780982971191,85,51,81,72.5425491333008,60.5766181945801,65.1609039306641,2,2000,9,1,1,1,1,0,1,3,9,2,3,4,2,3,3,4,4,4,160,106,3,"","",2,5,3,2,4,3,4,2,0,0,0,1,2,1,1,1,1,0,0,0,0,0,1,3,3,7,6,3,1,2,1,1,4,NA,3,25,5,30,0,0,0,0,1,25,0,20,4,30,0,0,1,35,0,0,0,0,0,0,2,15,3,30,0,0,0,35,1,1,8,50,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,1,2,1,3,1,1,1,1,2,1,3,2,3,1,3,2,1,2,1,1,6,5,6,1,1,1,2,2,6,2,4,6,4,1,4,8,0,0,0,0,1,3,31,1,2,4,4,2,4,4,2,3,4,4,2,2,3,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,3,1,1,15,2,1,1,2,2,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,1,NA,1,5,4,3,4,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,1,3,2,2,1,1,3,3,3,1,2,1,1
"2374",10575,257,67,17,1,1,2164.1279296875,1,0,9,-0.26001501083374,96,90,114,79.9905548095703,75.620964050293,80.4437561035156,2,2001,3,1,3,1,1,12,2,2,0,2,3,3,3,3,2,3,2,4,160,90,1,"250","225",2,4,2,1,2,1,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,7,3,2,9,3,1,1,2,1,5,1,0,0,2,15,0,0,0,0,1,30,0,0,0,0,0,30,0,0,0,45,1,30,0,0,1,0,2,30,1,0,0,20,3,2,8,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,2,2,3,2,3,3,2,3,3,3,3,2,3,1,2,2,3,3,3,1,3,3,2,4,1,1,6,6,6,4,6,6,5,2,8,2,1,3,3,1,4,7,0,0,0,0,1,3,5,2,2,4,3,2,3,4,4,3,3,3,4,3,3,2,3,3,1,1,1,2,1,1,3,2,3,4,3,4,2,1,1,1,4,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,NA,NA,NA,NA,3,2,3,1,1,1,1,1,1,1,8,6,3,3,2,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,1,3,2,1,NA,NA,7,3,7,1,1,2,1
"2375",10576,257,67,17,1,1,2164.1279296875,1,0,5,-0.774677991867065,76,62,94,66.4487228393555,64.8198928833008,71.1814193725586,2,2001,6,1,1,1,1,0,1,2,0,2,3,4,4,4,4,4,4,4,154,85,2,"","",2,3,1,NA,1,1,1,2,0,0,1,0,NA,1,1,1,1,0,0,0,0,0,1,3,3,8,8,3,NA,NA,1,1,3,2,9,30,5,10,2,7,1,30,0,0,1,30,3,30,2,1,1,1,3,7,1,30,0,0,2,3,3,0,0,0,1,0,1,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,5,6,6,6,2,2,5,1,7,3,4,6,4,1,3,6,0,0,0,0,1,3,22,2,2,3,4,3,3,4,3,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1,3,3,2,1,2,2,3,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,3,3,NA,NA,1,1,1,1,1,7,4,5,3,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,0,3,2,2,1,3,3,3,3,NA,NA,1,1
"2376",10577,257,67,17,1,1,2164.1279296875,1,0,15,1.22836697101593,102,104,112,84.0531005859375,81.0214996337891,79.5175247192383,2,2000,10,1,1,1,1,0,1,2,5.40000009536743,2,6,3,4,4,3,3,4,2,158,90,1,"200","200",1,5,2,2,1,2,3,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,3,3,8,8,3,1,1,2,1,3,2,1,0,3,0,0,0,0,0,1,0,3,0,0,30,0,45,0,0,0,0,0,0,2,0,3,0,0,30,0,10,1,0,3,3,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,3,3,3,3,2,1,1,3,2,3,2,3,2,3,2,3,2,3,2,1,2,2,3,6,1,6,1,4,3,5,1,7,3,1,2,4,1,6,7,0,0,0,0,1,3,1,1,3,3,4,1,2,3,5,4,4,3,2,3,1,2,1,3,1,2,1,1,1,1,3,1,4,4,4,2,2,2,1,1,10,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,7,1,2,3,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,1,3,2,2,2,2,3,3,3,1,1,2,1
"2377",10578,257,67,17,1,1,2164.1279296875,1,0,8,-0.613529980182648,74,63,80,65.0945434570312,65.2056503295898,64.6977844238281,2,2001,10,1,1,1,1,0,1,2,5.5,2,3,3,4,4,3,3,3,4,150,75,3,"","",2,5,3,3,3,1,2,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,2,2,8,8,3,1,1,2,1,3,2,21,0,12,0,1,30,1,0,1,0,0,30,2,0,0,20,1,30,1,30,1,0,0,30,0,10,2,0,0,0,0,30,1,1,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,4,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,1,2,1,3,6,6,6,6,6,6,5,2,7,4,9,6,4,1,4,8,0,0,0,0,1,3,40,1,2,3,3,1,2,3,2,2,1,2,3,3,1,4,3,3,1,1,1,1,1,1,3,1,1,1,1,2,4,1,1,1,3,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,7,9,2,3,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,1,3,2,2,1,3,2,2,2,1,1,2,1
